scenario,orchard_id,block_id,row_id,tree_id,tree_global_id,mission_id,flight_id,orthomosaic_id,total_images,total_detected_fruits,young_count,green_count,half_count,red_count,expected_harvestable_fruit_count,current_harvest_ready_fruit_count,expected_marketable_future_production_kg_before_disease_loss,future_production_disease_loss_kg,disease_adjusted_marketable_future_production_kg,current_harvest_ready_estimated_kg_before_disease_loss,current_harvest_ready_disease_loss_kg,disease_adjusted_current_harvest_ready_kg,avg_composite_disease_index,disease_loss_factor,disease_loss_pct,avg_detection_confidence,visible_stress_score,canopy_gap_pct,tree_latitude,tree_longitude,tree_centroid_latitude,tree_centroid_longitude,orthomosaic_pixel_x,orthomosaic_pixel_y,local_x_m,local_y_m,gps_match_distance_m,gps_match_status,gps_source,mapping_method,is_simulated_gps
Conservative,ORCHARD_03,BLOCK_01,ROW_02,O03_B01_R02_T011,O03_B01_R02_T011,MISSION_001,FLIGHT_ORCHARD_03,ORTHO_ORCHARD_03,1,2,0,0,2,0,1.84,1.84,0.018785250000000003,0.007514100000000002,0.01127115,0.025047000000000003,0.010018800000000001,0.015028200000000002,74.45314793881204,0.4,40.0,0.915128082036972,4.0,27.92919921875,26.720071864894,88.42050285300063,26.720071864894,88.42050285300063,1000,160,50,8,2.1,DRONE_MATCHED,SIMULATED_DRONE_MAPPING,DYNAMIC_FROM_IMAGE_FOLDER,True
Conservative,ORCHARD_03,BLOCK_01,ROW_02,O03_B01_R02_T012,O03_B01_R02_T012,MISSION_001,FLIGHT_ORCHARD_03,ORTHO_ORCHARD_03,1,1,0,0,1,0,0.92,0.92,0.009392625000000002,0.003757050000000001,0.005635575,0.012523500000000002,0.005009400000000001,0.007514100000000001,74.07132517436506,0.4,40.0,0.940773606300354,4.0,32.086181640625,26.720071864894,88.42055313830069,26.720071864894,88.42055313830069,1100,160,55,8,2.1,DRONE_MATCHED,SIMULATED_DRONE_MAPPING,DYNAMIC_FROM_IMAGE_FOLDER,True
Conservative,ORCHARD_03,BLOCK_01,ROW_02,O03_B01_R02_T013,O03_B01_R02_T013,MISSION_001,FLIGHT_ORCHARD_03,ORTHO_ORCHARD_03,1,3,0,0,2,1,2.8200000000000003,2.8200000000000003,0.024602737500000003,0.009841095000000001,0.014761642500000002,0.03280365,0.01312146,0.019682189999999995,64.89842566091265,0.4,40.0,0.4987204670906067,4.0,35.999267578125,26.720071864894,88.42060342360075,26.720071864894,88.42060342360075,1200,160,60,8,2.1,DRONE_MATCHED,SIMULATED_DRONE_MAPPING,DYNAMIC_FROM_IMAGE_FOLDER,True
Conservative,ORCHARD_03,BLOCK_01,ROW_02,O03_B01_R02_T014,O03_B01_R02_T014,MISSION_001,FLIGHT_ORCHARD_03,ORTHO_ORCHARD_03,1,15,0,0,15,0,13.8,13.8,0.140889375,0.05635575000000001,0.084533625,0.1878525,0.07514100000000001,0.11271149999999999,69.6220876760655,0.4,40.0,0.7763028681278229,4.0,30.0791015625,26.720071864894,88.42065370890082,26.720071864894,88.42065370890082,1300,160,65,8,2.1,DRONE_MATCHED,SIMULATED_DRONE_MAPPING,DYNAMIC_FROM_IMAGE_FOLDER,True
Conservative,ORCHARD_03,BLOCK_01,ROW_02,O03_B01_R02_T015,O03_B01_R02_T015,MISSION_001,FLIGHT_ORCHARD_03,ORTHO_ORCHARD_03,1,17,0,0,17,0,15.64,15.64,0.15967462500000001,0.06386985,0.09580477500000001,0.2128995,0.08515980000000001,0.12773969999999998,77.24855226867709,0.4,40.0,0.7178734313039219,4.0,28.744384765624996,26.720071864894,88.42070399420088,26.720071864894,88.42070399420088,1400,160,70,8,2.1,DRONE_MATCHED,SIMULATED_DRONE_MAPPING,DYNAMIC_FROM_IMAGE_FOLDER,True
Conservative,ORCHARD_03,BLOCK_01,ROW_02,O03_B01_R02_T016,O03_B01_R02_T016,MISSION_001,FLIGHT_ORCHARD_03,ORTHO_ORCHARD_03,1,20,0,0,20,0,18.400000000000002,18.400000000000002,0.1878525,0.07514100000000001,0.11271149999999999,0.25047,0.10018800000000001,0.15028200000000003,70.86900985748203,0.4,40.0,0.764580175280571,4.0,29.7919921875,26.720071864894,88.42075427950094,26.720071864894,88.42075427950094,1500,160,75,8,2.1,DRONE_MATCHED,SIMULATED_DRONE_MAPPING,DYNAMIC_FROM_IMAGE_FOLDER,True
Conservative,ORCHARD_03,BLOCK_01,ROW_02,O03_B01_R02_T017,O03_B01_R02_T017,MISSION_001,FLIGHT_ORCHARD_03,ORTHO_ORCHARD_03,1,6,0,0,6,0,5.5200000000000005,5.5200000000000005,0.05635575,0.0225423,0.03381345,0.07514100000000001,0.030056400000000007,0.0450846,71.50991010997738,0.4,40.0,0.9098721841971079,5.0,28.392578125,26.720071864894,88.420804564801,26.720071864894,88.420804564801,1600,160,80,8,2.1,DRONE_MATCHED,SIMULATED_DRONE_MAPPING,DYNAMIC_FROM_IMAGE_FOLDER,True
Conservative,ORCHARD_03,BLOCK_01,ROW_02,O03_B01_R02_T018,O03_B01_R02_T018,MISSION_001,FLIGHT_ORCHARD_03,ORTHO_ORCHARD_03,1,6,0,0,6,0,5.5200000000000005,5.5200000000000005,0.05635575,0.0225423,0.03381345,0.07514100000000001,0.030056400000000007,0.0450846,75.1062824768109,0.4,40.0,0.7699388066927592,4.0,27.541259765624996,26.720071864894,88.42085485010107,26.720071864894,88.42085485010107,1700,160,85,8,2.1,DRONE_MATCHED,SIMULATED_DRONE_MAPPING,DYNAMIC_FROM_IMAGE_FOLDER,True
Conservative,ORCHARD_03,BLOCK_01,ROW_02,O03_B01_R02_T019,O03_B01_R02_T019,MISSION_001,FLIGHT_ORCHARD_03,ORTHO_ORCHARD_03,1,3,0,0,3,0,2.7600000000000002,2.7600000000000002,0.030739500000000006,0.012295800000000003,0.018443700000000004,0.04098600000000001,0.016394400000000003,0.024591600000000005,71.60212415787849,0.4,40.0,0.8333675662676493,3.0,28.5830078125,26.720071864894,88.42090513540113,26.720071864894,88.42090513540113,1800,160,90,8,2.1,DRONE_MATCHED,SIMULATED_DRONE_MAPPING,DYNAMIC_FROM_IMAGE_FOLDER,True
Conservative,ORCHARD_03,BLOCK_01,ROW_02,O03_B01_R02_T020,O03_B01_R02_T020,MISSION_001,FLIGHT_ORCHARD_03,ORTHO_ORCHARD_03,1,3,0,0,3,0,2.7600000000000002,2.7600000000000002,0.028177875,0.01127115,0.016906725,0.03757050000000001,0.015028200000000004,0.0225423,81.17685889108502,0.4,40.0,0.9517103632291158,4.0,29.566162109375,26.720071864894,88.42095542070119,26.720071864894,88.42095542070119,1900,160,95,8,2.1,DRONE_MATCHED,SIMULATED_DRONE_MAPPING,DYNAMIC_FROM_IMAGE_FOLDER,True
Conservative,ORCHARD_03,BLOCK_01,ROW_02,O03_B01_R02_T021,O03_B01_R02_T021,MISSION_001,FLIGHT_ORCHARD_03,ORTHO_ORCHARD_03,1,5,0,0,5,0,4.6000000000000005,4.6000000000000005,0.046963125,0.018785250000000003,0.028177874999999998,0.0626175,0.025047000000000003,0.03757050000000001,66.86330949586117,0.4,40.0,0.7487527906894684,4.0,34.74072265625,26.720071864894,88.42100570600125,26.720071864894,88.42100570600125,2000,160,100,8,2.1,DRONE_MATCHED,SIMULATED_DRONE_MAPPING,DYNAMIC_FROM_IMAGE_FOLDER,True
Conservative,ORCHARD_03,BLOCK_01,ROW_02,O03_B01_R02_T022,O03_B01_R02_T022,MISSION_001,FLIGHT_ORCHARD_03,ORTHO_ORCHARD_03,1,13,0,0,13,0,11.96,11.96,0.12210412500000002,0.048841650000000014,0.07326247500000001,0.16280550000000002,0.0651222,0.09768330000000001,73.74582900606426,0.4,40.0,0.837770381799111,4.0,29.142089843750004,26.720071864894,88.42105599130132,26.720071864894,88.42105599130132,2100,160,105,8,2.1,DRONE_MATCHED,SIMULATED_DRONE_MAPPING,DYNAMIC_FROM_IMAGE_FOLDER,True
Conservative,ORCHARD_03,BLOCK_01,ROW_03,O03_B01_R03_T001,O03_B01_R03_T001,MISSION_001,FLIGHT_ORCHARD_03,ORTHO_ORCHARD_03,1,5,0,0,5,0,4.6000000000000005,4.6000000000000005,0.046963125,0.018785250000000003,0.028177874999999998,0.0626175,0.025047000000000003,0.03757050000000001,78.3579993308068,0.4,40.0,0.654986423254013,5.0,35.857177734375,26.720143729788,88.42,26.720143729788,88.42,0,320,0,16,2.1,DRONE_MATCHED,SIMULATED_DRONE_MAPPING,DYNAMIC_FROM_IMAGE_FOLDER,True
Conservative,ORCHARD_03,BLOCK_01,ROW_03,O03_B01_R03_T002,O03_B01_R03_T002,MISSION_001,FLIGHT_ORCHARD_03,ORTHO_ORCHARD_03,1,6,0,0,6,0,5.5200000000000005,5.5200000000000005,0.05635575,0.0225423,0.03381345,0.07514100000000001,0.030056400000000007,0.0450846,74.04563354623276,0.4,40.0,0.952533612648646,4.0,31.419189453125,26.720143729788,88.42005028530006,26.720143729788,88.42005028530006,100,320,5,16,2.1,DRONE_MATCHED,SIMULATED_DRONE_MAPPING,DYNAMIC_FROM_IMAGE_FOLDER,True
Conservative,ORCHARD_03,BLOCK_01,ROW_03,O03_B01_R03_T003,O03_B01_R03_T003,MISSION_001,FLIGHT_ORCHARD_03,ORTHO_ORCHARD_03,1,4,0,1,1,2,3.7,2.88,0.0322801875,0.008070046875,0.024210140625,0.03350159999999999,0.008375399999999998,0.025126199999999994,49.5812452606066,0.25,25.0,0.5948675498366356,5.0,34.66259765625,26.720143729788,88.42010057060013,26.720143729788,88.42010057060013,200,320,10,16,2.1,DRONE_MATCHED,SIMULATED_DRONE_MAPPING,DYNAMIC_FROM_IMAGE_FOLDER,True
Conservative,ORCHARD_03,BLOCK_01,ROW_03,O03_B01_R03_T004,O03_B01_R03_T004,MISSION_001,FLIGHT_ORCHARD_03,ORTHO_ORCHARD_03,1,5,0,0,0,5,4.9,4.9,0.0591215625,0.014780390625,0.044341171875,0.07882874999999999,0.019707187499999997,0.05912156249999999,56.89138483083339,0.25,25.0,0.8762648344039917,2.0,34.034912109375,26.720143729788,88.42015085590019,26.720143729788,88.42015085590019,300,320,15,16,2.1,DRONE_MATCHED,SIMULATED_DRONE_MAPPING,DYNAMIC_FROM_IMAGE_FOLDER,True
Conservative,ORCHARD_03,BLOCK_01,ROW_03,O03_B01_R03_T005,O03_B01_R03_T005,MISSION_001,FLIGHT_ORCHARD_03,ORTHO_ORCHARD_03,1,2,0,1,0,1,1.7999999999999998,0.98,0.0200475,0.005011875,0.015035625,0.014553,0.00363825,0.01091475,57.53227919140798,0.25,25.0,0.8470582365989685,3.0,32.853515625,26.720143729788,88.42020114120025,26.720143729788,88.42020114120025,400,320,20,16,2.1,DRONE_MATCHED,SIMULATED_DRONE_MAPPING,DYNAMIC_FROM_IMAGE_FOLDER,True
Conservative,ORCHARD_03,BLOCK_01,ROW_03,O03_B01_R03_T006,O03_B01_R03_T006,MISSION_001,FLIGHT_ORCHARD_03,ORTHO_ORCHARD_03,1,3,0,0,3,0,2.7600000000000002,2.7600000000000002,0.028177875,0.01127115,0.016906725,0.03757050000000001,0.015028200000000004,0.0225423,67.84129835107755,0.4,40.0,0.7195031543572744,4.0,31.33642578125,26.720143729788,88.42025142650031,26.720143729788,88.42025142650031,500,320,25,16,2.1,DRONE_MATCHED,SIMULATED_DRONE_MAPPING,DYNAMIC_FROM_IMAGE_FOLDER,True
Conservative,ORCHARD_03,BLOCK_01,ROW_03,O03_B01_R03_T007,O03_B01_R03_T007,MISSION_001,FLIGHT_ORCHARD_03,ORTHO_ORCHARD_03,1,5,0,0,1,4,4.84,4.84,0.05839762500000001,0.014599406250000002,0.043798218750000006,0.07786349999999999,0.019465874999999997,0.058397624999999995,56.169128789761075,0.25,25.0,0.7879701137542725,2.0,30.459228515624996,26.720143729788,88.42030171180038,26.720143729788,88.42030171180038,600,320,30,16,2.1,DRONE_MATCHED,SIMULATED_DRONE_MAPPING,DYNAMIC_FROM_IMAGE_FOLDER,True
Conservative,ORCHARD_03,BLOCK_01,ROW_03,O03_B01_R03_T008,O03_B01_R03_T008,MISSION_001,FLIGHT_ORCHARD_03,ORTHO_ORCHARD_03,1,20,0,0,20,0,18.400000000000002,18.400000000000002,0.1878525,0.07514100000000001,0.11271149999999999,0.25047,0.10018800000000001,0.15028200000000003,66.70041826665364,0.4,40.0,0.8676220521330833,5.0,30.95263671875,26.720143729788,88.42035199710044,26.720143729788,88.42035199710044,700,320,35,16,2.1,DRONE_MATCHED,SIMULATED_DRONE_MAPPING,DYNAMIC_FROM_IMAGE_FOLDER,True
Conservative,ORCHARD_03,BLOCK_01,ROW_03,O03_B01_R03_T009,O03_B01_R03_T009,MISSION_001,FLIGHT_ORCHARD_03,ORTHO_ORCHARD_03,1,8,0,0,8,0,7.36,7.36,0.07514100000000001,0.030056400000000007,0.0450846,0.10018800000000001,0.040075200000000005,0.06011280000000001,67.67837849544296,0.4,40.0,0.8884002938866615,5.0,31.813964843749996,26.720143729788,88.4204022824005,26.720143729788,88.4204022824005,800,320,40,16,2.1,DRONE_MATCHED,SIMULATED_DRONE_MAPPING,DYNAMIC_FROM_IMAGE_FOLDER,True
Conservative,ORCHARD_03,BLOCK_01,ROW_03,O03_B01_R03_T010,O03_B01_R03_T010,MISSION_001,FLIGHT_ORCHARD_03,ORTHO_ORCHARD_03,1,25,1,24,0,0,20.38,0.0,0.20806706249999998,0.083226825,0.12484023749999998,0.0,0.0,0.0,75.02137901897028,0.4,40.0,0.79637629032135,5.0,1.69189453125,26.720143729788,88.42045256770056,26.720143729788,88.42045256770056,900,320,45,16,2.1,DRONE_MATCHED,SIMULATED_DRONE_MAPPING,DYNAMIC_FROM_IMAGE_FOLDER,True
Conservative,ORCHARD_03,BLOCK_01,ROW_03,O03_B01_R03_T011,O03_B01_R03_T011,MISSION_001,FLIGHT_ORCHARD_03,ORTHO_ORCHARD_03,1,28,0,28,0,0,22.959999999999997,0.0,0.25571699999999997,0.06392924999999999,0.19178774999999998,0.0,0.0,0.0,55.58460308286012,0.25,25.0,0.737569697201252,3.0,13.12158203125,26.720143729788,88.42050285300063,26.720143729788,88.42050285300063,1000,320,50,16,2.1,DRONE_MATCHED,SIMULATED_DRONE_MAPPING,DYNAMIC_FROM_IMAGE_FOLDER,True
Conservative,ORCHARD_03,BLOCK_01,ROW_03,O03_B01_R03_T012,O03_B01_R03_T012,MISSION_001,FLIGHT_ORCHARD_03,ORTHO_ORCHARD_03,1,33,0,33,0,0,27.06,0.0,0.2762656874999999,0.06906642187499998,0.20719926562499993,0.0,0.0,0.0,46.578390639909664,0.25,25.0,0.6977944843696825,4.0,11.85986328125,26.720143729788,88.42055313830069,26.720143729788,88.42055313830069,1100,320,55,16,2.1,DRONE_MATCHED,SIMULATED_DRONE_MAPPING,DYNAMIC_FROM_IMAGE_FOLDER,True
Conservative,ORCHARD_03,BLOCK_01,ROW_03,O03_B01_R03_T013,O03_B01_R03_T013,MISSION_001,FLIGHT_ORCHARD_03,ORTHO_ORCHARD_03,1,31,0,31,0,0,25.419999999999998,0.0,0.25952231249999996,0.103808925,0.15571338749999997,0.0,0.0,0.0,60.9229811219256,0.4,40.0,0.7831579735202174,5.0,3.8891601562500004,26.720143729788,88.42060342360075,26.720143729788,88.42060342360075,1200,320,60,16,2.1,DRONE_MATCHED,SIMULATED_DRONE_MAPPING,DYNAMIC_FROM_IMAGE_FOLDER,True
Conservative,ORCHARD_03,BLOCK_01,ROW_03,O03_B01_R03_T014,O03_B01_R03_T014,MISSION_001,FLIGHT_ORCHARD_03,ORTHO_ORCHARD_03,1,29,0,29,0,0,23.779999999999998,0.0,0.24277893749999999,0.060694734374999997,0.18208420312499998,0.0,0.0,0.0,59.021304581552975,0.25,25.0,0.7645938314240555,5.0,4.435546875,26.720143729788,88.42065370890082,26.720143729788,88.42065370890082,1300,320,65,16,2.1,DRONE_MATCHED,SIMULATED_DRONE_MAPPING,DYNAMIC_FROM_IMAGE_FOLDER,True
Conservative,ORCHARD_03,BLOCK_01,ROW_03,O03_B01_R03_T015,O03_B01_R03_T015,MISSION_001,FLIGHT_ORCHARD_03,ORTHO_ORCHARD_03,1,34,0,34,0,0,27.88,0.0,0.28463737499999997,0.07115934374999999,0.21347803124999998,0.0,0.0,0.0,49.12355067785359,0.25,25.0,0.7140765812467126,5.0,4.78125,26.720143729788,88.42070399420088,26.720143729788,88.42070399420088,1400,320,70,16,2.1,DRONE_MATCHED,SIMULATED_DRONE_MAPPING,DYNAMIC_FROM_IMAGE_FOLDER,True
Conservative,ORCHARD_03,BLOCK_01,ROW_03,O03_B01_R03_T016,O03_B01_R03_T016,MISSION_001,FLIGHT_ORCHARD_03,ORTHO_ORCHARD_03,1,35,1,34,0,0,28.58,0.0,0.2917839375,0.072945984375,0.21883795312499998,0.0,0.0,0.0,39.08058476798191,0.25,25.0,0.7173972410815103,5.0,6.248291015625,26.720143729788,88.42075427950094,26.720143729788,88.42075427950094,1500,320,75,16,2.1,DRONE_MATCHED,SIMULATED_DRONE_MAPPING,DYNAMIC_FROM_IMAGE_FOLDER,True
Conservative,ORCHARD_03,BLOCK_01,ROW_03,O03_B01_R03_T017,O03_B01_R03_T017,MISSION_001,FLIGHT_ORCHARD_03,ORTHO_ORCHARD_03,1,36,0,36,0,0,29.52,0.0,0.30138075,0.03616568999999999,0.26521506,0.0,0.0,0.0,31.69289795817306,0.12,12.0,0.7375606646140417,5.0,7.697265624999999,26.720143729788,88.420804564801,26.720143729788,88.420804564801,1600,320,80,16,2.1,DRONE_MATCHED,SIMULATED_DRONE_MAPPING,DYNAMIC_FROM_IMAGE_FOLDER,True
Conservative,ORCHARD_03,BLOCK_01,ROW_03,O03_B01_R03_T018,O03_B01_R03_T018,MISSION_001,FLIGHT_ORCHARD_03,ORTHO_ORCHARD_03,1,31,0,31,0,0,25.419999999999998,0.0,0.25952231249999996,0.06488057812499999,0.194641734375,0.0,0.0,0.0,46.02271943741403,0.25,25.0,0.7799560177710748,5.0,7.98291015625,26.720143729788,88.42085485010107,26.720143729788,88.42085485010107,1700,320,85,16,2.1,DRONE_MATCHED,SIMULATED_DRONE_MAPPING,DYNAMIC_FROM_IMAGE_FOLDER,True
Conservative,ORCHARD_03,BLOCK_01,ROW_03,O03_B01_R03_T019,O03_B01_R03_T019,MISSION_001,FLIGHT_ORCHARD_03,ORTHO_ORCHARD_03,1,21,0,21,0,0,17.22,0.0,0.1758054375,0.070322175,0.1054832625,0.0,0.0,0.0,75.21903626872333,0.4,40.0,0.7748924011275882,5.0,1.42431640625,26.720143729788,88.42090513540113,26.720143729788,88.42090513540113,1800,320,90,16,2.1,DRONE_MATCHED,SIMULATED_DRONE_MAPPING,DYNAMIC_FROM_IMAGE_FOLDER,True
Conservative,ORCHARD_03,BLOCK_01,ROW_03,O03_B01_R03_T020,O03_B01_R03_T020,MISSION_001,FLIGHT_ORCHARD_03,ORTHO_ORCHARD_03,1,31,0,31,0,0,25.419999999999998,0.0,0.25952231249999996,0.103808925,0.15571338749999997,0.0,0.0,0.0,65.01264521071501,0.4,40.0,0.8112677883717322,5.0,2.50537109375,26.720143729788,88.42095542070119,26.720143729788,88.42095542070119,1900,320,95,16,2.1,DRONE_MATCHED,SIMULATED_DRONE_MAPPING,DYNAMIC_FROM_IMAGE_FOLDER,True
Conservative,ORCHARD_03,BLOCK_01,ROW_03,O03_B01_R03_T021,O03_B01_R03_T021,MISSION_001,FLIGHT_ORCHARD_03,ORTHO_ORCHARD_03,1,15,0,15,0,0,12.299999999999999,0.0,0.12557531249999998,0.050230124999999994,0.0753451875,0.0,0.0,0.0,75.60560692569673,0.4,40.0,0.7399026532967885,5.0,8.990478515625,26.720143729788,88.42100570600125,26.720143729788,88.42100570600125,2000,320,100,16,2.1,DRONE_MATCHED,SIMULATED_DRONE_MAPPING,DYNAMIC_FROM_IMAGE_FOLDER,True
Conservative,ORCHARD_03,BLOCK_01,ROW_03,O03_B01_R03_T022,O03_B01_R03_T022,MISSION_001,FLIGHT_ORCHARD_03,ORTHO_ORCHARD_03,1,17,0,17,0,0,13.94,0.0,0.14231868749999999,0.056927475,0.08539121249999998,0.0,0.0,0.0,75.66841733479714,0.4,40.0,0.7321716284050661,4.0,8.685791015625,26.720143729788,88.42105599130132,26.720143729788,88.42105599130132,2100,320,105,16,2.1,DRONE_MATCHED,SIMULATED_DRONE_MAPPING,DYNAMIC_FROM_IMAGE_FOLDER,True
Conservative,ORCHARD_03,BLOCK_01,ROW_04,O03_B01_R04_T001,O03_B01_R04_T001,MISSION_001,FLIGHT_ORCHARD_03,ORTHO_ORCHARD_03,1,19,0,19,0,0,15.579999999999998,0.0,0.1590620625,0.063624825,0.0954372375,0.0,0.0,0.0,64.63878221842667,0.4,40.0,0.658520835010629,4.0,6.80859375,26.720215594681996,88.42,26.720215594681996,88.42,0,480,0,24,2.1,DRONE_MATCHED,SIMULATED_DRONE_MAPPING,DYNAMIC_FROM_IMAGE_FOLDER,True
Conservative,ORCHARD_03,BLOCK_01,ROW_04,O03_B01_R04_T002,O03_B01_R04_T002,MISSION_001,FLIGHT_ORCHARD_03,ORTHO_ORCHARD_03,1,22,0,22,0,0,18.04,0.0,0.184177125,0.04604428125,0.13813284375,0.0,0.0,0.0,40.43198433889389,0.25,25.0,0.7727762460708618,5.0,8.659423828125,26.720215594681996,88.42005028530006,26.720215594681996,88.42005028530006,100,480,5,24,2.1,DRONE_MATCHED,SIMULATED_DRONE_MAPPING,DYNAMIC_FROM_IMAGE_FOLDER,True
Conservative,ORCHARD_03,BLOCK_01,ROW_04,O03_B01_R04_T003,O03_B01_R04_T003,MISSION_001,FLIGHT_ORCHARD_03,ORTHO_ORCHARD_03,1,28,0,28,0,0,22.959999999999997,0.0,0.23440724999999996,0.05860181249999999,0.17580543749999997,0.0,0.0,0.0,38.805001341762825,0.25,25.0,0.7264069382633481,5.0,8.7294921875,26.720215594681996,88.42010057060013,26.720215594681996,88.42010057060013,200,480,10,24,2.1,DRONE_MATCHED,SIMULATED_DRONE_MAPPING,DYNAMIC_FROM_IMAGE_FOLDER,True
Conservative,ORCHARD_03,BLOCK_01,ROW_04,O03_B01_R04_T004,O03_B01_R04_T004,MISSION_001,FLIGHT_ORCHARD_03,ORTHO_ORCHARD_03,1,22,0,22,0,0,18.04,0.0,0.184177125,0.07367085,0.110506275,0.0,0.0,0.0,68.49839244372043,0.4,40.0,0.6975122595375235,5.0,8.80908203125,26.720215594681996,88.42015085590019,26.720215594681996,88.42015085590019,300,480,15,24,2.1,DRONE_MATCHED,SIMULATED_DRONE_MAPPING,DYNAMIC_FROM_IMAGE_FOLDER,True
Conservative,ORCHARD_03,BLOCK_01,ROW_04,O03_B01_R04_T005,O03_B01_R04_T005,MISSION_001,FLIGHT_ORCHARD_03,ORTHO_ORCHARD_03,1,18,0,18,0,0,14.76,0.0,0.150690375,0.06027615,0.09041422499999999,0.0,0.0,0.0,73.26512460812195,0.4,40.0,0.7146554556157854,5.0,9.32080078125,26.720215594681996,88.42020114120025,26.720215594681996,88.42020114120025,400,480,20,24,2.1,DRONE_MATCHED,SIMULATED_DRONE_MAPPING,DYNAMIC_FROM_IMAGE_FOLDER,True
Conservative,ORCHARD_03,BLOCK_01,ROW_04,O03_B01_R04_T006,O03_B01_R04_T006,MISSION_001,FLIGHT_ORCHARD_03,ORTHO_ORCHARD_03,1,18,1,17,0,0,14.639999999999999,0.0,0.14946525,0.0597861,0.08967914999999999,0.0,0.0,0.0,71.32707500842308,0.4,40.0,0.7445415721999274,4.0,9.100341796875,26.720215594681996,88.42025142650031,26.720215594681996,88.42025142650031,500,480,25,24,2.1,DRONE_MATCHED,SIMULATED_DRONE_MAPPING,DYNAMIC_FROM_IMAGE_FOLDER,True
Conservative,ORCHARD_03,BLOCK_01,ROW_04,O03_B01_R04_T007,O03_B01_R04_T007,MISSION_001,FLIGHT_ORCHARD_03,ORTHO_ORCHARD_03,1,14,0,14,0,0,11.479999999999999,0.0,0.11720362499999998,0.04688144999999999,0.07032217499999999,0.0,0.0,0.0,64.35244736254809,0.4,40.0,0.7206263627324786,4.0,7.987548828125,26.720215594681996,88.42030171180038,26.720215594681996,88.42030171180038,600,480,30,24,2.1,DRONE_MATCHED,SIMULATED_DRONE_MAPPING,DYNAMIC_FROM_IMAGE_FOLDER,True
Conservative,ORCHARD_03,BLOCK_01,ROW_04,O03_B01_R04_T008,O03_B01_R04_T008,MISSION_001,FLIGHT_ORCHARD_03,ORTHO_ORCHARD_03,1,29,0,29,0,0,23.779999999999998,0.0,0.24277893749999999,0.097111575,0.14566736249999998,0.0,0.0,0.0,63.68940958276774,0.4,40.0,0.6665969542388258,4.0,10.220947265625,26.720215594681996,88.42035199710044,26.720215594681996,88.42035199710044,700,480,35,24,2.1,DRONE_MATCHED,SIMULATED_DRONE_MAPPING,DYNAMIC_FROM_IMAGE_FOLDER,True
Conservative,ORCHARD_03,BLOCK_01,ROW_04,O03_B01_R04_T009,O03_B01_R04_T009,MISSION_001,FLIGHT_ORCHARD_03,ORTHO_ORCHARD_03,1,37,0,37,0,0,30.34,0.0,0.3097524375,0.123900975,0.18585146249999998,0.0,0.0,0.0,66.22898855142861,0.4,40.0,0.7178118824958801,5.0,9.158935546875,26.720215594681996,88.4204022824005,26.720215594681996,88.4204022824005,800,480,40,24,2.1,DRONE_MATCHED,SIMULATED_DRONE_MAPPING,DYNAMIC_FROM_IMAGE_FOLDER,True
Conservative,ORCHARD_03,BLOCK_01,ROW_04,O03_B01_R04_T010,O03_B01_R04_T010,MISSION_001,FLIGHT_ORCHARD_03,ORTHO_ORCHARD_03,1,24,0,24,0,0,19.68,0.0,0.20092050000000003,0.05023012500000001,0.15069037500000002,0.0,0.0,0.0,51.305809321385254,0.25,25.0,0.6988856146732966,4.0,8.380126953125,26.720215594681996,88.42045256770056,26.720215594681996,88.42045256770056,900,480,45,24,2.1,DRONE_MATCHED,SIMULATED_DRONE_MAPPING,DYNAMIC_FROM_IMAGE_FOLDER,True
Conservative,ORCHARD_03,BLOCK_01,ROW_04,O03_B01_R04_T011,O03_B01_R04_T011,MISSION_001,FLIGHT_ORCHARD_03,ORTHO_ORCHARD_03,1,41,0,41,0,0,33.62,0.0,0.34323918749999993,0.13729567499999998,0.20594351249999995,0.0,0.0,0.0,65.55251516372667,0.4,40.0,0.7366670719007167,5.0,4.692138671875,26.720215594681996,88.42050285300063,26.720215594681996,88.42050285300063,1000,480,50,24,2.1,DRONE_MATCHED,SIMULATED_DRONE_MAPPING,DYNAMIC_FROM_IMAGE_FOLDER,True
Conservative,ORCHARD_03,BLOCK_01,ROW_04,O03_B01_R04_T012,O03_B01_R04_T012,MISSION_001,FLIGHT_ORCHARD_03,ORTHO_ORCHARD_03,1,37,0,37,0,0,30.34,0.0,0.3097524375,0.077438109375,0.23231432812499997,0.0,0.0,0.0,57.68916709728307,0.25,25.0,0.762498947414192,5.0,5.1162109375,26.720215594681996,88.42055313830069,26.720215594681996,88.42055313830069,1100,480,55,24,2.1,DRONE_MATCHED,SIMULATED_DRONE_MAPPING,DYNAMIC_FROM_IMAGE_FOLDER,True
Conservative,ORCHARD_03,BLOCK_01,ROW_04,O03_B01_R04_T013,O03_B01_R04_T013,MISSION_001,FLIGHT_ORCHARD_03,ORTHO_ORCHARD_03,1,29,0,29,0,0,23.779999999999998,0.0,0.24277893749999999,0.060694734374999997,0.18208420312499998,0.0,0.0,0.0,59.08327264671818,0.25,25.0,0.7519397365635839,5.0,4.25244140625,26.720215594681996,88.42060342360075,26.720215594681996,88.42060342360075,1200,480,60,24,2.1,DRONE_MATCHED,SIMULATED_DRONE_MAPPING,DYNAMIC_FROM_IMAGE_FOLDER,True
